name,tradingsymbol,instrument_key
PRISM JOHNSON LIMITED,PRSMJOHNSN,NSE_EQ|INE010A01011
MAHINDRA HOLIDAYS LTD,MHRIL,NSE_EQ|INE998I01010
SURANA TELECOM AND POW LT,SURANAT&P,NSE_EQ|INE130B01031
ANDHRA CEMENTS LIMITED,ACL,NSE_EQ|INE666E01020
THE GROB TEA COMPANY LTD,GROBTEA,NSE_EQ|INE646C01018
RESPONSIVE INDUSTRIES LTD,RESPONIND,NSE_EQ|INE688D01026
YASHO INDUSTRIES LIMITED,YASHO,NSE_EQ|INE616Z01012
THERMAX LTD,THERMAX,NSE_EQ|INE152A01029
ORIENT PRESS LIMITED,ORIENTLTD,NSE_EQ|INE609C01024
POONAWALLA FINCORP LTD,POONAWALLA,NSE_EQ|INE511C01022
AKI INDIA LIMITED,AKI,NSE_EQ|INE642Z01026
MAHAMAYA STEEL INDS LTD,MAHASTEEL,NSE_EQ|INE451L01014
GULF OIL LUB. IND. LTD.,GULFOILLUB,NSE_EQ|INE635Q01029
SADBHAV ENGINEERING LTD,SADBHAV,NSE_EQ|INE226H01026
INDBANK MERCH BANK,INDBANK,NSE_EQ|INE841B01017
LIC HOUSING FINANCE LTD,LICHSGFIN,NSE_EQ|INE115A01026
EQUITAS SMALL FIN BNK LTD,EQUITASBNK,NSE_EQ|INE063P01018
GARWARE TECH FIBRES LTD,GARFIBRES,NSE_EQ|INE276A01018
CAPLIN POINT LAB LTD.,CAPLIPOINT,NSE_EQ|INE475E01026
HIND RECTIFIER LIMITED,HIRECT,NSE_EQ|INE835D01023
VIKAS ECOTECH LIMITED,VIKASECO,NSE_EQ|INE806A01020
INDO TECH TRANSFORM LTD.,INDOTECH,NSE_EQ|INE332H01014
ATAL REALTECH LIMITED,ATALREAL,NSE_EQ|INE0ALR01029
KRITI INDUSTRIES IND LTD,KRITI,NSE_EQ|INE479D01038
ANAND RATHI WEALTH LTD,ANANDRATHI,NSE_EQ|INE463V01026
ACCELYA SOLN INDIA LTD,ACCELYA,NSE_EQ|INE793A01012
CUBEX TUBINGS LTD,CUBEXTUB,NSE_EQ|INE144D01012
ABAN OFFSHORE LTD.,ABAN,NSE_EQ|INE421A01028
PATEL INT. LOG. LTD,PATINTLOG,NSE_EQ|INE529D01014
DISH TV INDIA LTD.,DISHTV,NSE_EQ|INE836F01026
CARTRADE TECH LIMITED,CARTRADE,NSE_EQ|INE290S01011
ALKYL AMINES CHEM. LTD,ALKYLAMINE,NSE_EQ|INE150B01039
GRP LIMITED,GRPLTD,NSE_EQ|INE137I01015
INDIAN METALS & FERRO,IMFA,NSE_EQ|INE919H01018
MAX ESTATES LIMITED,MAXESTATES,NSE_EQ|INE03EI01018
GVP INFOTECH LIMITED,GVPTECH,NSE_EQ|INE382T01030
INDO-NATIONAL LIMITED,NIPPOBATRY,NSE_EQ|INE567A01028
COMPUTER AGE MNGT SER LTD,CAMS,NSE_EQ|INE596I01012
DISHMAN CARBO AMCIS LTD,DCAL,NSE_EQ|INE385W01011
MAZAGON DOCK SHIPBUIL LTD,MAZDOCK,NSE_EQ|INE249Z01020
RELIABLE DATA SERVICE LTD,RELIABLE,NSE_EQ|INE375Y01018
MAITHAN ALLOYS LTD,MAITHANALL,NSE_EQ|INE683C01011
QUADRANT FUTURE TEK LTD,QUADFUTURE,NSE_EQ|INE0LRY01011
BCL INDUSTRIES LIMITED,BCLIND,NSE_EQ|INE412G01024
SHYAM CENTURY FERROUS LTD,SHYAMCENT,NSE_EQ|INE979R01011
PAVNA INDUSTRIES LIMITED,PAVNAIND,NSE_EQ|INE07S101020
BHARAT WIRE ROPES LTD.,BHARATWIRE,NSE_EQ|INE316L01019
CROWN LIFTERS LIMITED,CROWN,NSE_EQ|INE491V01019
ADROIT INFOTECH LIMITED,ADROITINFO,NSE_EQ|INE737B01033
UMIYA BUILDCON LIMITED,UMIYA-MRO,NSE_EQ|INE398B01018
BANCO PRODUCTS (I) LTD,BANCOINDIA,NSE_EQ|INE213C01025
GARUDA CONSTRUCT N ENG L,GARUDA,NSE_EQ|INE0JVO01026
KESORAM INDUSTRIES LTD,KESORAMIND,NSE_EQ|INE087A01019
FIRSTSOURCE SOLU. LTD.,FSL,NSE_EQ|INE684F01012
RAILTEL CORP OF IND LTD,RAILTEL,NSE_EQ|INE0DD101019
BTRFLY GANDHI APPL LTD,BUTTERFLY,NSE_EQ|INE295F01017
SAKSOFT LIMITED,SAKSOFT,NSE_EQ|INE667G01023
SHREE RENUKA SUGARS LTD,RENUKA,NSE_EQ|INE087H01022
GULSHAN POLYOLS LIMITED,GULPOLY,NSE_EQ|INE255D01024
RADIANT CASH MGMT SER LTD,RADIANTCMS,NSE_EQ|INE855R01021
BAJAJ HINDUSTHAN SUGAR LT,BAJAJHIND,NSE_EQ|INE306A01021
APL APOLLO TUBES LTD,APLAPOLLO,NSE_EQ|INE702C01027
ORIENT BELL LIMITED,ORIENTBELL,NSE_EQ|INE607D01018
KRSNAA DIAGNOSTICS LTD,KRSNAA,NSE_EQ|INE08LI01020
GANGES SECURITIES LIMITED,GANGESSECU,NSE_EQ|INE335W01016
SHREE DIGVIJAY CEM CO LTD,SHREDIGCEM,NSE_EQ|INE232A01011
HERCULES HOI. LTD.,HERCULES,NSE_EQ|INE688E01024
MAX INDIA LIMITED,MAXIND,NSE_EQ|INE0CG601016
SETUBANDHAN INFRA LTD,SETUINFRA,NSE_EQ|INE023M01027
AARTI SURFACTANTS LIMITED,AARTISURF,NSE_EQ|INE09EO04017
SOLAR INDUSTRIES (I) LTD,SOLARINDS,NSE_EQ|INE343H01029
OIL COUNTRY TUBULAR LTD,OILCOUNTUB,NSE_EQ|INE591A01010
CREATIVE NEWTECH LIMITED,CREATIVE,NSE_EQ|INE985W01018
RELIGARE ENTER. LTD.,RELIGARE,NSE_EQ|INE621H01010
KIRLOSKAR BROTHERS LTD,KIRLOSBROS,NSE_EQ|INE732A01036
THE GE SHPG.LTD,GESHIP,NSE_EQ|INE017A01032
MANGALAM DRUG & CHEM LTD,MANGALAM,NSE_EQ|INE584F01014
PVR INOX LIMITED,PVRINOX,NSE_EQ|INE191H01014
OPTIEMUS INFRACOM LTD,OPTIEMUS,NSE_EQ|INE350C01017
SUMEET IND LIMITED,SUMEETINDS,NSE_EQ|INE235C01028
MUTHOOT MICROFIN LIMITED,MUTHOOTMF,NSE_EQ|INE046W01019
BAAZAR STYLE RETAIL LTD,STYLEBAAZA,NSE_EQ|INE01FR01028
AKASH INFRA-PROJECTS LTD,AKASH,NSE_EQ|INE737W01013
JNK INDIA LIMITED,JNKINDIA,NSE_EQ|INE0OAF01028
AAREY DRUGS & PHARM LTD,AAREYDRUGS,NSE_EQ|INE198H01019
FUTURE ENTERPRISES LTD,FELDVR,NSE_EQ|IN9623B01058
FSN E COMMERCE VENTURES,NYKAA,NSE_EQ|INE388Y01029
ODIGMA CONSULTANCY SOL L,ODIGMA,NSE_EQ|INE054301028
MAN INDUSTRIES (I) LTD.,MANINDS,NSE_EQ|INE993A01026
BAID FINSERV LIMITED,BAIDFIN,NSE_EQ|INE020D01022
VIP INDUSTRIES LTD,VIPIND,NSE_EQ|INE054A01027
CENTURY PLYBOARDS (I) LTD,CENTURYPLY,NSE_EQ|INE348B01021
UTI ASSET MNGMT CO LTD,UTIAMC,NSE_EQ|INE094J01016
GINNIFILAMENTS LTD.,GINNIFILA,NSE_EQ|INE424C01010
ABB INDIA LIMITED,ABB,NSE_EQ|INE117A01022
AXITA COTTON LIMITED,AXITA,NSE_EQ|INE02EZ01022
CALIFORNIA SOFTWARE CO LT,CALSOFT,NSE_EQ|INE526B01014
IIFL FINANCE LIMITED,IIFL,NSE_EQ|INE530B01024
DC INFOTECH AND COMUN LTD,DCI,NSE_EQ|INE0A1101019
ZUARI AGRO CHEMICALS LTD,ZUARI,NSE_EQ|INE840M01016
GREENPLY INDUSTRIES LTD,GREENPLY,NSE_EQ|INE461C01038
RACL GEARTECH LIMITED,RACLGEAR,NSE_EQ|INE704B01017
ZENITH STEEL PIP IND LTD,ZENITHSTL,NSE_EQ|INE318D01020
RAJ RAYON INDUSTRIES LTD,RAJRILTD,NSE_EQ|INE533D01032
NESTLE INDIA LIMITED,NESTLEIND,NSE_EQ|INE239A01024
INDIA SHELTER FIN CORP L,INDIASHLTR,NSE_EQ|INE922K01024
ORCHID PHARMA LIMITED,ORCHPHARMA,NSE_EQ|INE191A01027
ETERNAL LIMITED,ETERNAL,NSE_EQ|INE758T01015
AAA TECHNOLOGIES LIMITED,AAATECH,NSE_EQ|INE0D0U01013
NUCLEUS SOFTWARE EXPORTS,NUCLEUS,NSE_EQ|INE096B01018
SADBHAV INFRA PROJ LTD.,SADBHIN,NSE_EQ|INE764L01010
HARSHA ENGINEERS INT LTD,HARSHA,NSE_EQ|INE0JUS01029
SIMPLEX INFRASTRUCTURES L,SIMPLEXINF,NSE_EQ|INE059B01024
ITC LTD,ITC,NSE_EQ|INE154A01025
SNOWMAN LOGISTICS LTD.,SNOWMAN,NSE_EQ|INE734N01019
INTRASOFT TECH. LTD,ISFT,NSE_EQ|INE566K01011
POLYCAB INDIA LIMITED,POLYCAB,NSE_EQ|INE455K01017
SRM CONTRACTORS LIMITED,SRM,NSE_EQ|INE0R6Z01013
RAYMOND LIFESTYLE LIMITED,RAYMONDLSL,NSE_EQ|INE02ID01020
JYOTI CNC AUTOMATION LTD,JYOTICNC,NSE_EQ|INE980O01024
BHARAT GEARS LTD.,BHARATGEAR,NSE_EQ|INE561C01019
BAJAJ CONSUMER CARE LTD,BAJAJCON,NSE_EQ|INE933K01021
ALPA LABORATORIES LTD,ALPA,NSE_EQ|INE385I01010
AUROBINDO PHARMA LTD,AUROPHARMA,NSE_EQ|INE406A01037
CL EDUCATE LIMITED,CLEDUCATE,NSE_EQ|INE201M01029
GODAVARI BIOREFINERIES L,GODAVARIB,NSE_EQ|INE497S01012
WESTERN CARRIERS (IND) L,WCIL,NSE_EQ|INE0CJF01024
EVEREADY INDS. IND.  LTD.,EVEREADY,NSE_EQ|INE128A01029
ARISINFRA SOLUTIONS LTD,ARISINFRA,NSE_EQ|INE0H9P01028
TIME TECHNOPLAST LTD.,TIMETECHNO,NSE_EQ|INE508G01029
ICE MAKE REFRIGERAT LTD,ICEMAKE,NSE_EQ|INE520Y01019
USHA MARTIN LTD.,USHAMART,NSE_EQ|INE228A01035
SANATHAN TEXTILES LIMITED,SANATHAN,NSE_EQ|INE0JPD01013
ARROW GREENTECH LIMITED,ARROWGREEN,NSE_EQ|INE570D01018
SURAJ LIMITED,SURAJLTD,NSE_EQ|INE713C01016
WEALTH FRST PORT. MG. LTD,WEALTH,NSE_EQ|INE658T01017
ONESOURCE SPECL PHARMA L,ONESOURCE,NSE_EQ|INE013P01021
SYMPHONY LIMITED,SYMPHONY,NSE_EQ|INE225D01027
CENTURY EXTRUSIONS LTD,CENTEXT,NSE_EQ|INE281A01026
SUNDRAM FASTENERS LTD,SUNDRMFAST,NSE_EQ|INE387A01021
RATNAMANI MET & TUB LTD.,RATNAMANI,NSE_EQ|INE703B01027
SHRIRAM PROPERTIES LTD,SHRIRAMPPS,NSE_EQ|INE217L01019
CONS. CONST. CONSORT LTD,CCCL,NSE_EQ|INE429I01024
DE NORA INDIA LIMITED,DENORA,NSE_EQ|INE244A01016
EASY TRIP PLANNERS LTD,EASEMYTRIP,NSE_EQ|INE07O001026
PURAVANKARA LIMITED,PURVA,NSE_EQ|INE323I01011
P N GADGIL JEWELLERS LTD,PNGJL,NSE_EQ|INE953R01016
SHAH ALLOYS LIMITED,SHAHALLOYS,NSE_EQ|INE640C01011
ZENITH EXPORTS LTD,ZENITHEXPO,NSE_EQ|INE058B01018
MAHINDRA & MAHINDRA LTD,M&M,NSE_EQ|INE101A01026
SBC EXPORTS LIMITED,SBC,NSE_EQ|INE04AK01028
INDIA GLYCOLS LTD,INDIAGLYCO,NSE_EQ|INE560A01015
G-TEC JAINX EDUCATION LTD,GTECJAINX,NSE_EQ|INE586X01012
APOLLO HOSPITALS ENTER. L,APOLLOHOSP,NSE_EQ|INE437A01024
ASHOK LEYLAND LTD,ASHOKLEY,NSE_EQ|INE208A01029
DOLLAR INDUSTRIES LIMITED,DOLLAR,NSE_EQ|INE325C01035
MATRIMONY.COM LIMITED,MATRIMONY,NSE_EQ|INE866R01028
KAVVERI DFS & WIR TEC LTD,KAVDEFENCE,NSE_EQ|INE641C01019
LAXMI GOLDORNA HOUSE LTD,LGHL,NSE_EQ|INE258Y01016
HEXA TRADEX LIMITED,HEXATRADEX,NSE_EQ|INE750M01017
KALYAN JEWELLERS IND LTD,KALYANKJIL,NSE_EQ|INE303R01014
MAHESHWARI LOGISTICS LTD.,MAHESHWARI,NSE_EQ|INE263W01010
SADHANA NITROCHEM LIMITED,SADHNANIQ,NSE_EQ|INE888C01040
MEGASOFT LTD,MEGASOFT,NSE_EQ|INE933B01012
TATA POWER CO LTD,TATAPOWER,NSE_EQ|INE245A01021
CARRARO INDIA LIMITED,CARRARO,NSE_EQ|INE0V7W01012
MAN INFRA LTD,MANINFRA,NSE_EQ|INE949H01023
UTKARSH SMALL FIN BANK L,UTKARSHBNK,NSE_EQ|INE735W01017
JULLUNDUR MOT AGENCY LTD,JMA,NSE_EQ|INE412C01023
DCX SYSTEMS LIMITED,DCXINDIA,NSE_EQ|INE0KL801015
INDIA TOUR. DEV. CO. LTD.,ITDC,NSE_EQ|INE353K01014
DEEPAK NITRITE LTD,DEEPAKNTR,NSE_EQ|INE288B01029
SUBROS LIMITED,SUBROS,NSE_EQ|INE287B01021
STANLEY LIFESTYLES LTD,STANLEY,NSE_EQ|INE01A001028
ROBUST HOTELS LIMITED,RHL,NSE_EQ|INE508K01013
NIBE LIMITED,NIBE,NSE_EQ|INE149O01018
WINDSOR MACHINES LIMITED,WINDMACHIN,NSE_EQ|INE052A01021
DELHIVERY LIMITED,DELHIVERY,NSE_EQ|INE148O01028
THOMAS COOK (INDIA) LTD,THOMASCOOK,NSE_EQ|INE332A01027
THE RAMCO CEMENTS LIMITED,RAMCOCEM,NSE_EQ|INE331A01037
CREST VENTURES LIMITED,CREST,NSE_EQ|INE559D01011
THE INDIAN HOTELS CO. LTD,INDHOTEL,NSE_EQ|INE053A01029
MADHYA BHARAT AGRO P. LTD,MBAPL,NSE_EQ|INE900L01010
CREATIVE EYE LIMITED,CREATIVEYE,NSE_EQ|INE230B01021
JBM AUTO LIMITED,JBMA,NSE_EQ|INE927D01051
DEV INFO TECHNOLOGY LTD,DEVIT,NSE_EQ|INE060X01026
ICICI BANK LTD.,ICICIBANK,NSE_EQ|INE090A01021
BLUE STAR LIMITED,BLUESTARCO,NSE_EQ|INE472A01039
NDTV LTD,NDTV,NSE_EQ|INE155G01029
MT EDUCARE LTD,MTEDUCARE,NSE_EQ|INE472M01018
UPL LIMITED,UPL,NSE_EQ|INE628A01036
DIFFUSION ENGINEERS LTD,DIFFNKG,NSE_EQ|INE184O01015
ANDHRA PAPER LIMITED,ANDHRAPAP,NSE_EQ|INE435A01051
MSP STEEL & POWER LTD.,MSPL,NSE_EQ|INE752G01015
NIVA BUPA HEALTH INS CO L,NIVABUPA,NSE_EQ|INE995S01015
ATUL LTD,ATUL,NSE_EQ|INE100A01010
SALASAR TECHNO ENGG. LTD.,SALASAR,NSE_EQ|INE170V01027
LAMBODHARA TEXTILES LTD.,LAMBODHARA,NSE_EQ|INE112F01022
BEST AGROLIFE LIMITED,BESTAGRO,NSE_EQ|INE052T01013
GLAXOSMITHKLINE PHARMA LT,GLAXO,NSE_EQ|INE159A01016
M K PROTEINS LIMITED,MKPL,NSE_EQ|INE964W01021
MITTAL LIFE STYLE LIMITED,MITTAL,NSE_EQ|INE997Y01027
PRECOT LIMITED,PRECOT,NSE_EQ|INE283A01014
SAH POLYMERS LIMITED,SAH,NSE_EQ|INE035801013
3I INFOTECH LIMITED,3IINFOLTD,NSE_EQ|INE748C01038
CEIGALL INDIA LIMITED,CEIGALL,NSE_EQ|INE0AG901020
HLV LIMITED,HLVLTD,NSE_EQ|INE102A01024
IRM ENERGY LIMITED,IRMENERGY,NSE_EQ|INE07U701015
NORTH EAST CARRY CORP LTD,NECCLTD,NSE_EQ|INE553C01016
RAJOO ENGINEERS LIMITED,RAJOOENG,NSE_EQ|INE535F01024
STAR CEMENT LIMITED,STARCEMENT,NSE_EQ|INE460H01021
NILA INFRASTRUCTURES LTD,NILAINFRA,NSE_EQ|INE937C01029
SWAN ENERGY LIMITED,SWANENERGY,NSE_EQ|INE665A01038
SCODA TUBES LIMITED,SCODATUBES,NSE_EQ|INE090501011
MARICO LIMITED,MARICO,NSE_EQ|INE196A01026
FCS SOFTWARE SOLN. LTD.,FCSSOFT,NSE_EQ|INE512B01022
CONCORD BIOTECH LIMITED,CONCORDBIO,NSE_EQ|INE338H01029
AJMERA REALTY & INF I LTD,AJMERA,NSE_EQ|INE298G01027
JAI CORP LIMITED,JAICORPLTD,NSE_EQ|INE070D01027
PRUDENT CORP ADV SER LTD,PRUDENT,NSE_EQ|INE00F201020
JYOTI STRUCTURES LTD,JYOTISTRUC,NSE_EQ|INE197A01024
SHARDA CROPCHEM LTD.,SHARDACROP,NSE_EQ|INE221J01015
BALKRISHNA IND. LTD,BALKRISIND,NSE_EQ|INE787D01026
TRIVENI TURBINE LIMITED,TRITURBINE,NSE_EQ|INE152M01016
SUZLON ENERGY LIMITED,SUZLON,NSE_EQ|INE040H01021
AKUMS DRUGS AND PHARMA L,AKUMS,NSE_EQ|INE09XN01023
TGB BANQUETS&HOTELS LTD,TGBHOTELS,NSE_EQ|INE797H01018
AION-TECH SOLUTIONS LTD,GOLDTECH,NSE_EQ|INE805A01014
ANUH PHARMA LIMITED,ANUHPHR,NSE_EQ|INE489G01022
HB STOCKHOLDINGS LIMITED,HBSL,NSE_EQ|INE550B01022
LASA SUPERGENERICS LTD,LASA,NSE_EQ|INE670X01014
FINO PAYMENTS BANK LTD,FINOPB,NSE_EQ|INE02NC01014
SUMMIT SECURITIES LTD,SUMMITSEC,NSE_EQ|INE519C01017
REGENCYCERAMICS-LTD,REGENCERAM,NSE_EQ|INE277C01012
EMAMI PAPER MILLS LIMITED,EMAMIPAP,NSE_EQ|INE830C01026
PROZONE REALTY LIMITED,PROZONER,NSE_EQ|INE195N01013
WELSPUN ENTERPRISES LTD.,WELENT,NSE_EQ|INE625G01013
SIRCA PAINT INDIA LIMITED,SIRCA,NSE_EQ|INE792Z01011
CAPITAL TRUST LIMITED,CAPTRUST,NSE_EQ|INE707C01018
ORIENT ELECTRIC LIMITED,ORIENTELEC,NSE_EQ|INE142Z01019
LARSEN & TOUBRO LTD.,LT,NSE_EQ|INE018A01030
INDOCO REMEDIES LTD.,INDOCO,NSE_EQ|INE873D01024
DHUNSERI VENTURES LIMITED,DVL,NSE_EQ|INE477B01010
INDUS TOWERS LIMITED,INDUSTOWER,NSE_EQ|INE121J01017
BANARAS BEADS LTD,BANARBEADS,NSE_EQ|INE655B01011
PIRAMAL ENTERPRISES LTD,PEL,NSE_EQ|INE140A01024
STEELCAST LIMITED,STEELCAS,NSE_EQ|INE124E01020
KEC INTL. LIMITED,KEC,NSE_EQ|INE389H01022
KSB LIMITED,KSB,NSE_EQ|INE999A01023
ADANI TOTAL GAS LIMITED,ATGL,NSE_EQ|INE399L01023
MURUDESHWAR CERAMICS LTD,MURUDCERA,NSE_EQ|INE692B01014
ADITYA BIRLA REAL EST LTD,ABREL,NSE_EQ|INE055A01016
NANDANI CREATION LIMITED,JAIPURKURT,NSE_EQ|INE696V01013
IVP LTD,IVP,NSE_EQ|INE043C01018
PANSARI DEVELOPERS LTD,PANSARI,NSE_EQ|INE697V01011
CORAL INDIA FIN & HOUS LT,CORALFINAC,NSE_EQ|INE558D01021
ARIHANT CAPITAL MKTS LTD,ARIHANTCAP,NSE_EQ|INE420B01036
INDO AMINES LIMITED,INDOAMIN,NSE_EQ|INE760F01028
IDFC FIRST BANK LIMITED,IDFCFIRSTB,NSE_EQ|INE092T01019
KRBL LIMITED,KRBL,NSE_EQ|INE001B01026
JUBILANT PHARMOVA LTD,JUBLPHARMA,NSE_EQ|INE700A01033
BLISS GVS PHARMA LTD,BLISSGVS,NSE_EQ|INE416D01022
TEXMACO RAIL & ENG. LTD.,TEXRAIL,NSE_EQ|INE621L01012
PTL ENTERPRISES LTD,PTL,NSE_EQ|INE034D01049
PETRONET LNG LIMITED,PETRONET,NSE_EQ|INE347G01014
MRPL,MRPL,NSE_EQ|INE103A01014
CG POWER AND IND SOL LTD,CGPOWER,NSE_EQ|INE067A01029
GPT HEALTHCARE LIMITED,GPTHEALTH,NSE_EQ|INE486R01017
TOUCHWOOD ENTERTAIN LTD.,TOUCHWOOD,NSE_EQ|INE486Y01013
GRAVITA INDIA LIMITED,GRAVITA,NSE_EQ|INE024L01027
AMBICA AGAR & AROMAINDLTD,AMBICAAGAR,NSE_EQ|INE792B01012
APOLLO TYRES LTD,APOLLOTYRE,NSE_EQ|INE438A01022
SARLA PERF. FIBERS LTD,SARLAPOLY,NSE_EQ|INE453D01025
HP ADHESIVES LIMITED,HPAL,NSE_EQ|INE0GSL01024
OLECTRA GREENTECH LIMITED,OLECTRA,NSE_EQ|INE260D01016
DHUNSERI TEA & IND. LTD.,DTIL,NSE_EQ|INE341R01014
TRANSWARRANTY FIN. LTD.,TFL,NSE_EQ|INE804H01012
COSMO FIRST LIMITED,COSMOFIRST,NSE_EQ|INE757A01017
CENTUM ELECTRONICS LTD,CENTUM,NSE_EQ|INE320B01020
ELIN ELECTRONICS LIMITED,ELIN,NSE_EQ|INE050401020
NEULAND LAB LTD.,NEULANDLAB,NSE_EQ|INE794A01010
MENON BEARINGS LIMITED,MENONBE,NSE_EQ|INE071D01033
TITAGARH RAIL SYSTEMS LTD,TITAGARH,NSE_EQ|INE615H01020
A B INFRABUILD LIMITED,ABINFRA,NSE_EQ|INE00YB01017
AVONMORE CAP&MGT SERV LTD,AVONMORE,NSE_EQ|INE323B01024
COUNTRY CONDO S LIMITED,COUNCODOS,NSE_EQ|INE695B01025
HINDUSTAN OIL EXPLORATION,HINDOILEXP,NSE_EQ|INE345A01011
ALPHAGEO (INDIA) LIMITED,ALPHAGEO,NSE_EQ|INE137C01018
GEOJIT FINANCIAL SER L,GEOJITFSL,NSE_EQ|INE007B01023
NAHAR POLY FILMS LIMITED,NAHARPOLY,NSE_EQ|INE308A01027
MANORAMA INDUSTRIES LTD,MANORAMA,NSE_EQ|INE00VM01036
SHEKHAWATI INDUSTRIES LTD,SHEKHAWATI,NSE_EQ|INE268L01046
HEMISPHERE PROP IND LTD,HEMIPROP,NSE_EQ|INE0AJG01018
NCL INDUSTRIES LIMITED,NCLIND,NSE_EQ|INE732C01016
CELEBRITY FASHIONS LTD,CELEBRITY,NSE_EQ|INE185H01016
POWER MECH PROJECTS LTD.,POWERMECH,NSE_EQ|INE211R01019
ZODIAC ENERGY LIMITED,ZODIAC,NSE_EQ|INE761Y01019
INFIBEAM AVENUES LIMITED,INFIBEAM,NSE_EQ|INE483S01020
RELAXO FOOT LTD.,RELAXO,NSE_EQ|INE131B01039
SHREE TIRUPATI BALAJEE L,BALAJEE,NSE_EQ|INE0S2G01011
IIFL CAPITAL SERVICES LTD,IIFLCAPS,NSE_EQ|INE489L01022
HEXAWARE TECHNOLOGIES LTD,HEXT,NSE_EQ|INE093A01041
ADANI ENTERPRISES LIMITED,ADANIENT,NSE_EQ|INE423A01024
GANDHI SPL. TUBES LTD,GANDHITUBE,NSE_EQ|INE524B01027
BAL PHARMA LTD.,BALPHARMA,NSE_EQ|INE083D01012
DIAMOND POWER INFRA LTD,DIACABS,NSE_EQ|INE989C01038
NARMADA AGROBASE LIMITED,NARMADA,NSE_EQ|INE117Z01011
JSW ENERGY LIMITED,JSWENERGY,NSE_EQ|INE121E01018
BARTRONICS INDIA LIMITED,ASMS,NSE_EQ|INE855F01042
PRITIKA AUTO INDUS LTD,PRITIKAUTO,NSE_EQ|INE583R01029
JSW STEEL LIMITED,JSWSTEEL,NSE_EQ|INE019A01038
KHAITAN (INDIA)LTD.,KHAITANLTD,NSE_EQ|INE731C01018
VARDHMAN HOLDINGS LIMITED,VHL,NSE_EQ|INE701A01023
DAMODAR INDUSTRIES LTD,DAMODARIND,NSE_EQ|INE497D01022
TARSONS PRODUCTS LIMITED,TARSONS,NSE_EQ|INE144Z01023
AMINES & PLASTICIZERS LTD,AMNPLST,NSE_EQ|INE275D01022
RAMCO INDUSTRIES LIMITED,RAMCOIND,NSE_EQ|INE614A01028
ADF FOODS LIMITED,ADFFOODS,NSE_EQ|INE982B01027
DATA PATTERNS INDIA LTD,DATAPATTNS,NSE_EQ|INE0IX101010
IGARASHI MOTORS INDIA LTD,IGARASHI,NSE_EQ|INE188B01013
GUJARAT RAFFIA INDUST LTD,GUJRAFFIA,NSE_EQ|INE610B01024
AIRAN LIMITED,AIRAN,NSE_EQ|INE645W01026
ADITYA BIRLA LIFES BRAN L,ABLBL,NSE_EQ|INE14LE01019
LG BALAKRISHNAN & BROS,LGBBROSLTD,NSE_EQ|INE337A01034
VRL LOGISTICS LIMITED,VRLLOG,NSE_EQ|INE366I01010
NELCO LTD,NELCO,NSE_EQ|INE045B01015
KANANI INDUSTRIES LTD,KANANIIND,NSE_EQ|INE879E01037
EVEREST KANTO CYLINDERLTD,EKC,NSE_EQ|INE184H01027
ROUTE MOBILE LIMITED,ROUTE,NSE_EQ|INE450U01017
TATA COMMUNICATIONS LTD,TATACOMM,NSE_EQ|INE151A01013
EXICOM TELE SYSTEMS LTD,EXICOM,NSE_EQ|INE777F01014
SPENCER S RETAIL LIMITED,SPENCERS,NSE_EQ|INE020801028
VERANDA LEARNING SOL LTD,VERANDA,NSE_EQ|INE0IQ001011
SAURASHTRA CEMENT LIMITED,SAURASHCEM,NSE_EQ|INE626A01014
COLGATE PALMOLIVE LTD.,COLPAL,NSE_EQ|INE259A01022
KNOWLEDGE MARINE & EN W L,KMEW,NSE_EQ|INE0CJD01011
COAL INDIA LTD,COALINDIA,NSE_EQ|INE522F01014
GARDEN REACH SHIP&ENG LTD,GRSE,NSE_EQ|INE382Z01011
BAJAJ FINANCE LIMITED,BAJFINANCE,NSE_EQ|INE296A01032
NBCC (INDIA) LIMITED,NBCC,NSE_EQ|INE095N01031
ONMOBILE GLOBAL LTD.,ONMOBILE,NSE_EQ|INE809I01019
HITACHI ENERGY INDIA LTD,POWERINDIA,NSE_EQ|INE07Y701011
MARINE ELECTRICAL (I) LTD,MARINE,NSE_EQ|INE01JE01028
ICICI LOMBARD GIC LIMITED,ICICIGI,NSE_EQ|INE765G01017
HINDUSTAN AERONAUTICS LTD,HAL,NSE_EQ|INE066F01020
BHEL,BHEL,NSE_EQ|INE257A01026
TRANSRAIL LIGHTING LTD,TRANSRAILL,NSE_EQ|INE454P01035
TEMBO GLOBAL IND LTD,TEMBO,NSE_EQ|INE869Y01010
RELIANCE INDUSTRIES LTD,RELIANCE,NSE_EQ|INE002A01018
SUPREME PETROCHEM LIMITED,SPLPETRO,NSE_EQ|INE663A01033
SONAM LIMITED,SONAMLTD,NSE_EQ|INE00LM01029
NK INDUSTRIES LTD,NKIND,NSE_EQ|INE542C01019
ORIENT HOTELS LTD,ORIENTHOT,NSE_EQ|INE750A01020
EDELWEISS FIN SERV LTD,EDELWEISS,NSE_EQ|INE532F01054
DDEV PLASTIKS IND LTD,DDEVPLSTIK,NSE_EQ|INE0HR601026
D-LINK INDIA LTD,DLINKINDIA,NSE_EQ|INE250K01012
BHARAT SEATS LIMITED,BHARATSE,NSE_EQ|INE415D01024
NESCO LTD.,NESCO,NSE_EQ|INE317F01035
NELCAST LIMITED,NELCAST,NSE_EQ|INE189I01024
